Company Name,Company Site,Company Industries,Report Link,Report Year,Mean Hourly Gap,Median Hourly Gap,Mean Bonus Gap,Median Bonus Gap,Mean Hourly Gap Part Time,Median Hourly Gap Part Time,Mean Hourly Gap Part Temp,Median Hourly Gap Part Temp,Percentage Bonus Paid Female,Percentage Bonus Paid Male,Percentage BIK Paid Female,Percentage BIK Paid Male,Q1 Female,Q1 Male,Q2 Female,Q2 Male,Q3 Female,Q3 Male,Q4 Female,Q4 Male,Percentage Employees Female,Percentage Employees Male,id,companyName,companies_ID,meanBonus,meanHourly,medianBonus,medianHourly,reportLink,year,meanHourlyPT,medianHourlyPT,meanHourlyTemp,medianHourlyTemp,perBonusFemale,perBonusMale,perBIKFemale,perBIKMale,pb1Female,pb1Male,pb2Female,pb2Male,pb3Female,pb3Male,pb4Female,pb4Male,perEmployeesFemale,perEmployeesMale,comment
Odeon,https://www.odeoncinemasgroup.com/,Entertainment,https://www.odeoncinemasgroup.com/media/filer_public/4e/d6/4ed6faad-179d-4fae-8ecb-f7295e7c44a8/gender_pay_gap_report_-_ireland_2023.pdf,2023.0,-5.8,-0.6,-26.0,21.0,-0.5,-0.3,0.0,0.0,12.0,11.0,4.5,4.0,50.0,50.0,38.0,62.0,41.0,59.0,44.0,56.0,43.0,57.0,1032,Rehab,323,,4.09,,1.9,https://rehab.ie/wp-content/uploads/2024/01/Gender-Pay-Report-2023.pdf,2023,-3.48,-3.55,7.27,7.25,,,0.6,1.8,26.6,73.4,25.8,74.2,26.1,73.9,30.9,69.1,73.0,27.0,
Offaly County Council,https://www.offaly.ie/,"Public Service,Council",https://www.offaly.ie/app/uploads/Council/Council_Services_A-Z/Human_Resources/Gender-Pay-Gap-Report-for-2023-Final.pdf,2023.0,-4.18,-11.43,,,-16.42,-16.93,-28.29,-31.91,,,,,37.5,62.5,15.45,84.55,69.47,30.53,45.31,54.69,42.0,58.0,1033,Grant Thornton (excluding partners),193,3.74,3.05,11.4,-0.27,https://www.grantthornton.ie/globalassets/1.-member-firms/ireland/about-us/gender-pay-gap-report-2023.pdf,2023,25.08,12.66,0.0,0.0,53.7,53.7,100.0,100.0,47.47,52.53,52.02,47.98,52.69,47.31,47.81,52.19,,,When employees are included with Partners the mean gender pay gap is 26.4%.
Office of Public Works: Established Staff,https://www.gov.ie/en/organisation/office-of-public-works/,"Public Service,Government",https://www.gov.ie/pdf/?file=https://assets.gov.ie/279268/0062d1a6-e4f8-4aae-b390-e160027ad91a.pdf#page=null,2023.0,16.34,16.91,,,,,-9.84,-5.73,,,,,60.52,39.48,59.05,40.95,39.66,60.34,31.33,68.67,48.1,51.9,1034,Enable Ireland,573,0.0,-3.65,0.0,-16.18,https://enableireland.ie/sites/default/files/publication/Enable%20Ireland%20Gender%20Pay%20Gap%20Report%202023.pdf,2023,-12.07,-13.6,0.0,0.0,0.0,0.0,0.0,0.0,80.2,19.8,84.25,15.75,90.07,9.93,84.93,15.07,84.87,15.13,
Office of Public Works: State industrial Staff,https://www.gov.ie/en/organisation/office-of-public-works/,"Public Service,Government",https://www.gov.ie/pdf/?file=https://assets.gov.ie/279268/0062d1a6-e4f8-4aae-b390-e160027ad91a.pdf#page=null,2023.0,10.15,13.79,,,,,4.7,8.68,,,,,31.29,68.71,16.67,83.33,10.2,89.8,13.61,86.39,24.0,76.0,1035,Central Remedial Clinic,559,,-13.08,,-26.89,https://www.crc.ie/assets/files/pdf/gender_pay_gap_report_2023.pdf,2023,-35.83,-41.82,-1.16,-11.07,,,,,62.24,37.76,76.29,23.71,87.63,12.37,80.41,19.59,76.6,23.29,
Oracle,https://www.oracle.com/ie/,"Technology,Software",https://www.oracle.com/ie/a/ocom/docs/oracle-emea-ireland-gender-pay-gap-report-2023.pdf,2023.0,19.6,13.5,44.4,58.7,70.6,76.1,-1.8,-4.5,71.3,73.3,92.0,92.1,39.8,60.2,40.5,59.5,28.7,71.3,29.9,70.1,,,1036,"Department of Agriculture, Food & Marine",119,,9.68,,12.71,https://www.gov.ie/pdf/?file=https://assets.gov.ie/282339/9ced76ba-0bc9-430f-a8aa-e0db5593da79.pdf#page=null,2023,8.44,10.91,-27.9,0.0,,,,,48.0,52.0,60.76,39.24,44.62,55.38,36.84,63.16,49.0,51.0,
Ornua Co-operative Ltd,https://www.ornua.com/,Agriculture,https://www.ornua.com/wp-content/uploads/2023/12/Ornua-Gender-Pay-Gap-Report-2023-FINAL.pdf,2023.0,32.0,30.0,51.0,59.0,,,0.0,-31.0,74.0,77.0,80.0,84.0,61.0,39.0,64.0,36.0,41.0,59.0,36.0,64.0,50.0,50.0,1037,Cavan and Monaghan Education and Training Board,558,,5.83,,6.26,https://www.cmetb.ie/wp-content/uploads/2024/01/CMETB-Gender-Pay-Gap-Report-2023.pdf,2023,3.86,2.32,,,,,,,49.66,50.34,50.01,49.99,50.48,49.52,49.96,50.04,75.0,25.0,
Orwell Healthcare,https://orwellhealthcare.ie/,Healthcare,https://orwellhealthcare.ie/wp-content/uploads/2024/01/Gender-Pay-Gap-Report-2023.pdf,2023.0,-9.0,-1.0,0.0,-27.0,-16.0,2.0,,,84.0,80.0,26.0,27.0,71.0,29.0,74.0,26.0,74.0,26.0,77.0,23.0,74.0,26.0,1039,Tipperary Education and Training Board,609,,9.74,,4.13,https://tipperary.etb.ie/wp-content/uploads/2024/01/ETB-Gender-pay-gap-statement-2023-English-Version-1.pdf,2023,5.01,0.69,24.36,37.95,,,,,47.54,52.46,49.85,50.15,49.86,50.14,47.59,52.41,68.0,32.0,
Our Lady's Hospice and Care Services,https://olh.ie/,Healthcare,https://olh.ie/wp-content/uploads/2023/12/Gender-Pay-Gap-Report-2023_FINAL.pdf,2023.0,-2.0,-11.0,,,4.0,-11.0,10.0,10.0,,,,,76.0,24.0,78.0,22.0,85.0,15.0,85.0,15.0,81.0,19.0,1040,Focus Ireland,175,,10.81,,6.16,https://www.focusireland.ie/wp-content/uploads/2023/12/Gender-Pay-Gap-Reporting-2023.pdf,2023,4.54,4.54,17.17,3.57,,,,,80.62,19.38,84.5,15.5,77.34,22.66,71.88,28.13,78.6,21.4,
Paypal,https://www.paypal.com/ie/home,"Technology,Software",https://www.paypalobjects.com/marketing/web/ie/en/Ireland%20Gender%20Pay%20Gap%20Report_22-23_final.pdf,2023.0,16.5,16.8,24.3,39.4,-4.9,-6.9,24.3,39.4,99.7,99.4,100.0,100.0,62.4,37.6,53.5,46.5,49.5,50.5,45.4,54.6,53.0,47.0,1041,"Dublin and Dun Laoghaire Education
and Training Board",140,,4.26,,-1.06,https://www.ddletb.ie/wp-content/uploads/2024/01/DDLETB-Gender-pay-gap-statement-2023_-1.pdf,2023,10.38,0.02,0.0,0.0,,,,,51.82,48.18,50.25,49.75,50.26,49.74,49.26,50.74,70.82,29.18,
PCI Pharma Services,https://pci.com/,Pharmaceutical,https://pci.com/wp-content/uploads/2024/02/Gender-Pay-Gap-Report-2023-Dublin.pdf,2023.0,19.0,12.0,28.0,0.0,,,,,97.0,96.0,,,62.0,38.0,83.0,17.0,66.0,34.0,46.0,54.0,64.0,36.0,1042,Cork Education and Training Board,564,,5.91,,8.12,https://www.corketb.ie/wp-content/uploads/2024/01/ETB-Gender-pay-gap-statement-2023-English-Version.pdf,2023,5.89,3.3,,,,,,,49.96,50.04,50.04,49.96,50.03,49.97,48.45,51.55,71.16,28.84,
Pepper,https://www.pepper-advantage.ie/,Financial,https://pepper-advantage.com/hubfs/Consumer%20Facing%20Website/v4%20Pepper%20Gender%20Pay%20Gap%20Report%202023.pdf,2023.0,23.74,21.9,52.37,34.52,-14.6,-15.86,-18.29,-62.05,76.0,69.0,84.0,79.0,65.0,35.0,62.0,38.0,62.0,38.0,42.0,58.0,,,1043,"Laois and Offaly Education and
Training Board",606,,8.45,,12.33,https://www.loetb.ie/contentFiles/2024/ETB_Gender_pay_gap_statement_2023.pdf,2023,4.61,1.25,0.0,0.0,,,,,,,,,,,,,70.21,29.79,Quartiles reported incorrectly
Pepsico,https://www.pepsico.com/,Food & Drink,"https://www.pepsico.com/docs/default-source/sustainability-and-esg-topics/pepsico-ireland-gender-pay-gap-report-2023.pdf?sfvrsn=918d6aff_1#:~:text=In%20PepsiCo%20in%20Ireland%2C%20with,year%20is%20less%20than%201.5%25.",2023.0,8.2,6.3,16.5,11.7,8.2,30.9,17.8,20.0,89.5,89.3,0.8,1.0,57.9,42.1,38.5,61.5,38.5,61.5,57.9,42.1,44.0,56.0,1044,Longford and Westmeath Education and Training Board,554,,10.06,,11.56,https://www.lwetb.ie/wp-content/uploads/2024/01/LWETB-Gender-Pay-Gap-Statement-2023.pdf,2023,-0.39,2.04,,,,,,,50.85,49.15,50.21,49.79,50.51,49.49,49.89,50.11,70.37,29.63,
Pepsico: Portfolio Concentrate Solutions,https://www.pepsico.com/,Food & Drink,"https://www.pepsico.com/docs/default-source/sustainability-and-esg-topics/pepsico-ireland-gender-pay-gap-report-2023.pdf?sfvrsn=918d6aff_1#:~:text=In%20PepsiCo%20in%20Ireland%2C%20with,year%20is%20less%20than%201.5%25.",2023.0,7.5,5.9,14.8,11.2,,,,,89.6,89.2,0.8,1.1,57.3,42.7,38.5,61.5,35.1,64.9,43.9,56.1,44.0,56.0,1045,Louth and Meath Education and Training Board,552,,3.42,,-1.71,https://www.lmetb.ie/wp-content/uploads/2024/01/ETB-Gender-pay-gap-statement-2023-English-Version-.pdf,2023,2.3,-0.35,,,,,,,49.74,50.26,49.94,50.06,50.15,49.85,49.06,50.94,69.24,30.76,
Peter Mark,https://www.petermark.ie/,Hairdressing,https://www.petermark.ie/gender-pay-report/,2023.0,19.0,0.0,0.0,,-8.0,-18.0,,,,,,,96.0,4.0,93.0,7.0,94.0,6.0,89.0,11.0,90.0,10.0,1046,Kilkenny and Carlow Education and Training Board,605,,8.13,,9.04,https://kcetb.ie/wp-content/uploads/2024/01/KCETB-Gender-pay-gap-statement-2023-English-Version.pdf,2023,5.03,0.6,,,,,,,47.79,52.21,49.5,50.5,50.02,49.98,49.78,50.22,73.77,26.23,
Pettitt's SuperValu,https://pettitts.ie/,Retail,https://drive.google.com/file/d/1kGRJ_fEKHsNXLmpVtVUFHcK7kXZskkOX/view,2023.0,1.4,1.6,40.4,0.0,-5.5,-1.1,3.9,2.6,82.0,81.0,2.0,4.0,59.0,41.0,58.0,42.0,56.0,44.0,58.0,42.0,58.0,42.0,1047,Waterford and Wexford Education and Training Board,610,,3.62,,-1.38,https://www.wwetb.ie/wp-content/uploads/2024/02/WWETB-Gender-pay-gap-statement-2023-English-Version.docx,2023,3.23,-0.67,-1.6,-1.8,,,,,49.0,51.0,49.0,51.0,50.44,49.56,49.16,50.84,67.54,32.46,
PFH Technology Group,https://www.pfh.ie/,"Technology,Software",https://www.pfh.ie/wp-content/uploads/2023/12/Gender-Pay-Gap-Report-2023-compressed.pdf,2023.0,1.88,-4.74,1.01,-10.0,-22.02,-20.21,-18.77,-0.71,61.24,67.08,55.81,50.27,15.52,84.48,19.65,80.35,20.11,79.89,19.08,80.92,,,1048,Applus Inspection Services Ltd. Ireland (Fortnightly),34,47.08,32.34,41.52,36.09,https://www.ncts.ie/media/z1ubnjo1/2023_gender_pay_gap_report.pdf,2023,6.82,3.15,0.0,0.0,58.59,93.6,1.01,4.73,46.34,53.66,1.96,98.04,0.0,100.0,0.0,100.0,,,
Pfizer Ireland (all legal entities),https://www.pfizer.ie/,Pharmaceutical,https://www.pfizer.ie/files/Pfizer-Ireland-Gender-Paygap-Report-2023.pdf,2023.0,10.5,8.3,8.6,-5.8,,,,,92.9,93.4,91.1,93.0,48.5,51.5,41.0,59.0,40.7,59.3,30.6,69.4,40.0,60.0,1049,Applus Inspection Services Ltd. Ireland (Monthly),35,0.0,37.89,100.0,46.13,https://www.ncts.ie/media/z1ubnjo1/2023_gender_pay_gap_report.pdf,2023,0.0,0.0,0.0,0.0,0.0,2.2,0.0,33.33,60.0,40.0,20.0,80.0,13.33,86.67,0.0,100.0,,,
PHX Ireland (a PHOENIX company),https://www.united-drug.com/blogs/news/new-parent-company-name-phx-ireland-group-limited,Pharmaceutical,https://lloydspharmacy.ie/pages/gender-pay-gap-report,2023.0,26.7,9.1,73.6,27.6,8.5,-3.8,,,79.6,86.0,19.8,16.4,85.2,14.8,69.2,30.8,71.7,28.3,64.9,35.1,72.8,2.72,1050,Applus Car Testing Services Ltd. (Fortnightly) ,32,0.0,8.86,0.0,0.11,https://www.ncts.ie/media/z1ubnjo1/2023_gender_pay_gap_report.pdf,2023,0.29,0.08,-0.78,-0.78,0.0,0.0,0.0,8.33,25.0,75.0,50.0,50.0,25.0,75.0,0.0,100.0,,,
Pinewood Healthcare,https://pinewood.ie/,Pharmaceutical,https://webmanagement.ie/wp-content/uploads/2023/12/Gender-Pay-Gap-Report-Final-2023.pdf,2023.0,29.35,28.75,29.69,34.6,,,,,70.06,65.29,,,63.41,36.79,51.22,48.78,37.8,62.2,39.51,60.49,48.0,52.0,1051,Applus Car Testing Services Ltd. (Monthly),33,0.0,0.0,0.0,100.0,https://www.ncts.ie/media/z1ubnjo1/2023_gender_pay_gap_report.pdf,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,,,"Not sure if quartiles are correct, several reported at 0% for both. "
Pinterest,https://www.pinterest.com/,"Technology,Software",https://newsroom.pinterest.com/en-gb/news/ireland-gender-pay-gap-report-2022-2023/,2023.0,16.5,2.5,15.8,-8.4,,,,,100.0,100.0,95.0,91.3,55.1,44.9,63.8,36.2,68.1,31.9,46.4,53.6,,,1052,Dental Care Ireland,118,-486.0,23.0,-458.0,19.0,https://www.dentalcareireland.ie/wp-content/uploads/2024/01/DCI-Gender-Pay-Gap-Report-2023.pdf,2023,22.0,20.0,,33.0,10.0,8.0,100.0,100.0,97.0,3.0,98.0,2.0,96.0,4.0,94.0,6.0,96.0,4.0,Mean hourly gap for temporary contract employees not reported
PJ Hegarty & Sons,https://www.pjhegarty.ie/,Construction,https://www.pjhegarty.ie/wp-content/uploads/2023/12/PJ-Hegarty-Gender-Pay-Gap-2023-Reduced-Size.pdf,2023.0,25.0,29.0,51.0,0.0,,,,,100.0,100.0,13.0,57.0,26.0,74.0,17.0,83.0,4.0,96.0,7.0,93.0,,,1053,Embecta Ireland,155,-7.7,4.3,,4.4,https://investors.embecta.com/static-files/8f71e528-12e8-408b-9ee0-4fc2bc1a0477,2023,,,16.7,19.1,91.1,92.9,93.1,97.4,33.1,66.9,13.8,86.2,11.5,88.5,19.1,80.9,19.0,81.0,No part-time male employees
PM Group,https://www.pmgroup-global.com/,Professional Services,https://secure.viewer.zmags.com/publication/51f62ae2#/51f62ae2/1,2023.0,30.3,31.4,49.6,36.2,13.7,26.7,28.5,0.3,91.5,93.3,91.5,93.9,44.4,55.6,44.8,55.2,23.6,76.4,13.6,86.4,32.0,68.0,1054,Kepak Athleague,597,55.88,7.18,51.26,10.12,https://www.kepak.com/assets/2023-kepak-GPGR-IRL.pdf,2023,,,,,28.0,23.0,0.0,7.0,35.0,65.0,17.0,83.0,10.0,90.0,16.0,84.0,19.0,81.0,
Pobal,https://www.pobal.ie/,Charity,https://www.pobal.ie/app/uploads/2023/04/Pobal_23_GPG_Report_Summary_Final_2.pdf,2023.0,,10.0,,,,,,,,,,,78.0,22.0,70.0,30.0,75.0,25.0,71.0,29.0,73.73,26.27,1055,Kepak Clonee,598,60.5,18.77,18.18,10.3,https://www.kepak.com/assets/2023-kepak-GPGR-IRL.pdf,2023,,,,,28.0,47.0,2.0,6.0,44.0,56.0,41.0,59.0,23.0,77.0,31.0,69.0,35.0,65.0,
PPD Development,https://www.ppd.com/,"Pharmaceutical,Professional Services",https://corporate.thermofisher.com/content/dam/tfcorpsite/documents/corporate-social-responsibility/Ireland%20Gender%20Pay%20Gap%20Report%202023.pdf,2023.0,-0.13,3.0,5.3,2.3,16.6,4.6,6.7,0.0,88.9,83.7,89.2,85.1,62.0,38.0,62.0,38.0,53.0,47.0,65.0,35.0,61.0,39.0,1056,Kepak Cork,599,40.32,8.33,49.8,8.92,https://www.kepak.com/assets/2023-kepak-GPGR-IRL.pdf,2023,,,,,16.0,47.0,1.0,1.0,43.0,57.0,34.0,66.0,14.0,86.0,20.0,80.0,28.0,72.0,
PrepayPower Limited,https://www.prepaypower.ie/,Energy,https://www.prepaypower.ie/sites/default/files/2024-02/Gender%20Pay%20Gap%20Report%202023.pdf,2023.0,-7.79,-6.18,2.03,21.2,0.0,0.0,,,93.39,89.24,2.48,1.58,,,,,,,,,,,1057,Kepak Convenience Foods,600,32.32,-0.11,42.82,1.6,https://www.kepak.com/assets/2023-kepak-GPGR-IRL.pdf,2023,,,,,68.0,44.0,9.0,22.0,10.0,90.0,75.0,25.0,50.0,50.0,36.0,64.0,43.0,57.0,
PricewaterhouseCoopers (PwC),https://www.pwc.ie/,"Professional Services,Accountancy",https://www.pwc.ie/publications/2023/2023-gender-pay-gap-report.pdf,2023.0,1.6,-7.8,6.4,-7.3,39.8,57.9,-0.4,-0.3,56.0,56.8,96.6,95.8,50.6,49.4,57.7,42.3,57.0,43.0,54.1,45.9,,,1058,Kepak Longford,601,38.03,4.13,42.88,9.89,https://www.kepak.com/assets/2023-kepak-GPGR-IRL.pdf,2023,,,,,70.0,74.0,1.0,4.0,31.0,69.0,28.0,72.0,3.0,97.0,16.0,84.0,19.0,81.0,
Primark (Penneys),https://www.primark.com/en-ie,Retail,https://primark.a.bigcontent.io/v1/static/primark-gender-pay-report-2023,2023.0,15.2,-1.8,57.1,40.2,-5.9,-8.6,-0.6,0.5,9.6,16.5,11.0,18.6,78.5,21.5,80.2,19.8,85.4,14.6,75.8,24.2,78.0,22.0,1059,Kepak McCarren Meats,602,28.8,4.46,46.51,3.25,https://www.kepak.com/assets/2023-kepak-GPGR-IRL.pdf,2023,,,,,85.0,94.0,0.0,0.0,31.0,69.0,37.0,63.0,26.0,74.0,24.0,76.0,30.0,70.0,
PTSB (Permanent TSB),https://www.ptsb.ie/,"Banking,Financial",https://www.ptsb.ie/globalassets/pdf-documents/csr-responsible-business/ptsb-gender-pay-gap-report-2023.pdf,2023.0,16.3,9.2,48.0,,-26.6,-55.5,4.5,3.9,14.6,7.1,57.5,49.5,55.4,44.6,56.7,43.3,60.8,39.2,39.5,60.5,,,1060,Children's Health Ireland,88,,26.1,,5.0,https://media.childrenshealthireland.ie/documents/CHI_Gender_Pay_Gap_Report_2023_Final.pdf,2023,17.3,-9.0,21.3,20.1,,,,,18.5,81.5,87.1,12.9,91.2,8.8,72.8,27.2,83.1,16.9,CHI does not pay bonuses or BIK
Public Appointments Service (PAS),https://www.publicjobs.ie/en/,"Public Service,Government",https://www.publicjobs.ie/documents/Public_Appointments_Service_Gender_Pay%20_Gap_Report_2023.pdf,2023.0,-20.88,-19.16,,,-2.51,-58.06,-0.33,0.0,,,,,59.46,40.54,47.3,52.7,68.92,31.08,77.03,22.97,63.0,37.0,1061,"Mayo, Sligo & Leitrim Education and Training Board",608,,2.72,,-1.74,https://msletb.ie/wp-content/uploads/MSLETB-Gender-Pay-Gap-Report-2023.pdf,2023,2.65,0.33,,,,,,,47.6,52.4,50.2,49.8,50.25,49.75,50.27,49.73,65.43,34.57,
PVH Ireland,https://www.pvh.com/,Retail,https://www.pvh.com/-/media/Files/pvh/footer/Ireland-Gender-Pay-Gap-Report.pdf,2023.0,0.5,0.9,-15.0,15.7,5.6,6.4,,,45.0,41.0,4.5,6.1,63.0,38.0,61.0,39.0,63.0,38.0,60.0,40.0,,,1062,The Coombe Hospital,364,,20.12,,-0.82,https://static1.squarespace.com/static/5df2275ab592b63d2d87fd51/t/65c3a4fb1bb406135402a643/1707320572579/Gender+Pay+Gap+Report+2023.pdf,2023,-3.84,-57.05,27.02,36.64,,,,,83.67,16.33,85.2,14.8,90.84,9.16,78.8,21.2,84.63,15.37,
Red Hat,https://www.redhat.com/en,"Technology,Software",https://www.redhat.com/rhdc/managed-files/2023%20Pay%20Equity%20gender%20pay%20gap%20report%20_%20Ireland.pdf,2023.0,26.7,27.8,49.5,48.2,,,,,90.0,88.0,91.0,91.0,54.5,45.5,49.5,50.5,42.0,58.0,22.8,77.2,,,1063,B&Q Ireland,541,47.7,3.0,0.0,-7.9,https://media.diy.com/is/content/KingfisherDigital/generic-BQ-ROI-Gender-Pay-Gap-Report-2023-FINAL~c9b5321f91b9965a83a310f3cde11f63413575dcpdf,2023,-7.3,-8.0,0.9,-0.7,87.7,78.1,24.6,16.5,37.0,63.0,46.0,54.0,65.0,35.0,47.0,53.0,49.0,51.0,"B&Q\'s median bonus gap is zero. The is a result of an end of year ??hank you??voucher being awarded to all store staff, who were employed on a specific date"
Regeneron,https://www.regeneron.ie/,Pharmaceutical,https://www.regeneron.ie/downloads/ireland-gender-pay-gap-report.pdf,2023.0,15.5,5.9,22.6,-6.6,,,2.7,0.0,77.1,82.6,85.9,90.6,51.5,48.5,51.2,48.8,47.1,52.9,41.7,58.3,48.0,52.0,1064,Carey Glass,556,-8.09,0.36,12.62,12.62,https://www.careyglass.com/wp-content/uploads/2024/02/Gender-Pay-Gap-Report-2023.pdf,2023,,,,,74.0,91.0,8.0,5.0,30.0,70.0,15.0,85.0,6.0,94.0,19.0,81.0,18.0,82.0,
Rehab,https://rehab.ie/,Charity,https://rehab.ie/wp-content/uploads/2024/01/Gender-Pay-Report-2023.pdf,2023.0,4.09,1.9,,,-3.48,-3.55,7.27,7.25,,,0.6,1.8,26.6,73.4,25.8,74.2,26.1,73.9,30.9,69.1,73.0,27.0,1065,Galway and Roscommon Education and Training Board,579,,5.0,,3.49,https://gretb.ie/wp-content/uploads/2024/02/Gender-pay-gap-report-2023.pdf,2023,-0.74,0.72,,,,,,,49.27,50.73,49.85,50.15,50.08,49.92,49.0,51.0,68.65,31.35,
Respond,https://www.respond.ie/,Charity,https://www.respond.ie/wp-content/uploads/2023/12/8881-Respond-Gender-Pay-Gap-Report-v13.pdf,2023.0,20.47,25.33,,,6.12,7.18,26.06,2.32,,,,,80.0,20.0,82.0,18.0,78.0,22.0,50.0,50.0,72.0,28.0,1066,Kerry Education and Training Board,603,,1.9,,-3.08,https://kerryetb.ie/wp-content/uploads/2024/02/Kerry-ETB-Gender-pay-gap-statement-2023-English-Version.pdf,2023,7.56,0.04,,,,,,,48.98,51.02,51.02,48.98,49.95,50.05,50.92,49.08,66.25,33.75,
Rexel: Kellihers Electrical,https://www.rexel.com/,Logistics,https://s3.eu-west-1.amazonaws.com/s3-media-offload-kellihers.com/wp-content/uploads/2023/12/Pay-Gap-Report-2023.pdf,2023.0,5.7,5.4,15.64,17.1,12.4,8.8,22.5,16.2,79.07,87.97,11.63,18.91,19.0,81.0,25.0,75.0,18.0,82.0,17.0,83.0,19.0,81.0,1067,Kildare and Wicklow Education and Training Board,604,,9.19,,10.45,https://kildarewicklow.etb.ie/wp-content/uploads/2024/02/KWETB-Gender-pay-gap-statement-2023-English-Version.pdf,2023,4.64,1.23,,,,,,,48.88,51.12,49.78,50.22,49.68,50.31,50.14,49.86,71.18,28.82,
River Island,https://www.riverisland.com/ie,Retail,https://images.riverisland.com/image/upload/v1702897920/0_20231812_ROI_GENDER_PAY_REPORT_v8.pdf,2023.0,2.0,0.0,,,1.8,0.0,,,,,,,84.4,15.6,83.5,16.5,70.9,21.0,84.4,15.6,83.0,17.0,1068,Limerick and Clare Education and Training Board,607,,1.69,,-1.36,https://lcetb.ie/annual-reports/,2023,1.29,-0.06,,,,,,,50.12,49.88,50.07,49.93,50.19,49.81,48.19,51.81,68.81,31.19,Report is a download-only docx file. 
Rochestown Park Hotel,https://www.rochestownpark.com/,"Hospitality,Hotel",https://www.rochestownpark.com/cmsFiles/gender_pay_gap_report_rph_december_2023.pdf,2023.0,10.88,1.24,19.33,-255.0,-0.45,-0.1,,,3.92,10.0,,,51.35,48.65,58.9,41.1,56.16,43.84,42.47,57.53,,,1069,Mondelez International,623,13.9,12.5,13.2,11.3,https://www.mondelezinternational.com/assets/Country/Ireland/Mondelez-Ireland-Gender-Gap-Report-2023.pdf,2023,-1.0,22.7,,,96.0,94.0,19.0,23.0,55.0,45.0,40.0,60.0,26.0,74.0,23.0,77.0,36.0,64.0,
Roscommon County Council,https://www.roscommoncoco.ie/,"Public Service,Council",https://www.roscommoncoco.ie/en/download-it/corporate-affairs1/corporate-affairs-publications/publications/gender-pay-gap-december-2023.pdf,2023.0,-6.0,-13.55,,,-3.33,-2.61,-11.49,22.57,,,,,30.33,69.67,12.3,87.7,61.98,38.02,41.94,58.06,37.0,63.0,1070,PrepayPower Limited,317,2.03,-7.79,21.2,-6.18,https://www.prepaypower.ie/sites/default/files/2024-02/Gender%20Pay%20Gap%20Report%202023.pdf,2023,0.0,0.0,,,93.39,89.24,2.48,1.58,,,,,,,,,,,Quartiles calculated incorrectly.
Rotunda Hospital,https://rotunda.ie/,Healthcare,https://rotunda.ie/rotunda-pdfs/reports/Gender%20Pay%20Gap%20Report%202024.pdf?_t=1707839904,2023.0,26.82,8.17,,,36.96,-9.79,43.09,24.58,,,,,85.95,14.05,86.23,13.77,91.83,8.17,76.07,23.93,,,1071,TLI Group,674,46.0,29.0,73.0,35.0,https://www.tli.ie/wp-content/uploads/2023/12/2023.12.11-TLI-Group-Gender-pay-Gap-report.pdf,2023,,,,,20.0,25.0,0.0,0.75,38.0,62.0,13.0,87.0,2.0,98.0,4.0,96.0,,,
Royal College of Surgeons Ireland (RCSI),https://www.rcsi.com/dublin/,Education,https://web.archive.org/web/20240121192311/https://www.rcsi.com/-/media/feature/media/download-document/inc/edi/rcsi-gender-pay-gap-report-2023.pdf,2023.0,17.4,16.0,42.6,40.0,45.2,46.8,20.9,2.9,22.0,20.0,,,69.0,31.0,69.0,31.0,71.0,29.0,55.0,45.0,67.0,33.0,1072,TLI Group,674,73.0,29.0,82.0,35.0,https://www.tli.ie/wp-content/uploads/2022/12/TLI-Group-Gender-Pay-Gap-Report-2022.pdf,2022,,,,,11.0,24.0,0.0,0.45,38.0,62.0,7.0,93.0,3.0,97.0,3.0,97.0,,,
RPS Group Limited,https://www.rpsgroup.com/,Professional Services,https://www.rpsgroup.com/media/wr1crgs0/roi-gender-pay-gap-report-2023-14_12_23.pdf,2023.0,19.7,26.0,22.8,16.9,10.9,23.8,36.3,43.4,2.5,7.5,,,41.4,58.6,32.7,67.3,18.3,81.7,16.5,83.5,27.3,72.7,1073, Sustainable Energy Authority of Ireland (SEAI),675,,8.46,,11.56,https://www.seai.ie/publications/SEAI-Gender-Pay-Gap-Report.pdf,2023,,,-2.2,-2.45,,,,,49.02,50.98,64.71,35.29,54.0,46.0,45.1,54.9,53.2,46.8,No male part-time employees. SEAI does not pay bonuses or BIK.
RSA (Road Safety Authority),https://www.rsa.ie/,"Public Service,Government",https://www.rsa.ie/docs/default-source/about/rsa-gender-pay-gap-reporting-2023.pdf?Status=Master&sfvrsn=e13733c6_3/,2023.0,8.41,5.94,,,10.46,20.32,10.8,39.86,,,,,74.0,26.0,35.8,64.2,38.8,61.2,42.0,58.0,48.0,52.0,1074, Sustainable Energy Authority of Ireland (SEAI),675,,13.03,,11.19,https://web.archive.org/web/20230306073835/https://www.seai.ie/publications/SEAI-Gender-Pay-Gap-Report.pdf,2022,,,-3.51,0.75,,,,,51.22,48.78,63.16,36.84,58.97,41.03,35.9,64.1,52.23,47.77,
